"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","14","1","1","24.165916","0","108"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","14","1","1","24.137106","0","107"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","14","1","1","23.881947","0","108"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","14","1","1","23.597208","0","76"
"/Interchange/gltf/M_Transmission.M_Transmission","0","108","6","4","1120.915771","0","1031"
"/Interchange/gltf/M_Sheen.M_Sheen","0","112","8","4","157.400864","0","1300"
"/Interchange/gltf/M_Translucent.M_Translucent","0","200","11","8","1910.947876","0","2111"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","4","4","1","4.332104","0","4"
"/Game/BossEnemy/Red.Red","0","14","14","1","18.485367","0","19"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","69","6","1","102.559441","0","680"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","35","1","1","161.227264","0","285"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","30","9","1","43.693562","0","253"
"/Game/BossEnemy/VFX/Laser.Laser","0","40","8","1","61.764084","0","346"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","20","3","1","20.351460","0","156"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","23","3","1","33.669537","0","175"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","40","4","1","55.572311","0","359"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","4","1","5.486823","0","7"
"/Game/BossEnemy/COM/Materiales/Material_Head.Material_Head","0","28","7","1","42.393639","0","162"
"/Game/BossEnemy/COM/Materiales/Material_Torso.Material_Torso","0","28","3","1","42.876202","0","205"
"/Game/BossEnemy/COM/Materiales/Mano_Izq.Mano_Izq","0","28","6","1","42.371983","0","153"
"/Game/BossEnemy/COM/Materiales/Cannon_Izq.Cannon_Izq","0","28","5","1","42.738071","0","261"
"/Game/BossEnemy/COM/Materiales/Mano_Der.Mano_Der","0","28","7","1","45.017159","0","267"
"/Game/BossEnemy/COM/Materiales/Cannon_Der.Cannon_Der","0","28","5","1","44.973675","0","236"
"/Game/BossEnemy/COM/Materiales/Brazo_Izq.Brazo_Izq","0","28","7","1","46.146286","0","277"
"/Game/BossEnemy/COM/Materiales/Brazo_Der.Brazo_Der","0","28","1","1","45.497772","0","189"
"/Game/VFX_Pack/Materials/M_Glow_C.M_Glow_C","0","20","4","1","22.816883","0","87"
"/Game/VFX_Pack/Materials/M_Impact_B.M_Impact_B","0","15","1","1","17.507345","0","84"
"/Game/VFX_Pack/Materials/M_Smoke_Ground.M_Smoke_Ground","0","60","2","1","91.776016","0","566"
"/Game/VFX_Pack/Materials/M_Explosion_E.M_Explosion_E","0","15","2","1","16.603041","0","59"
"/Game/VFX_Pack/Materials/M_Smoke_A.M_Smoke_A","0","80","5","1","123.561890","0","1032"
"/Game/VFX_Pack/Materials/M_Smoke_C.M_Smoke_C","0","60","6","1","97.653908","0","582"
"/Game/VFX_Pack/Materials/M_Explosion_G.M_Explosion_G","0","80","7","1","128.179626","0","1190"
"/Game/VFX_Pack/Materials/M_Fire_C.M_Fire_C","0","15","1","1","19.065289","0","92"
"/Game/LevelPrototyping/Materials/Switch_Mango.Switch_Mango","0","14","3","1","23.254419","0","85"
"/Game/LevelPrototyping/Materials/Switch_Base.Switch_Base","0","14","1","1","22.846298","0","59"
"/Game/VFX_Pack/Materials/M_Heat_Distortion.M_Heat_Distortion","0","27","3","1","28.144852","0","172"
"/Game/VFX_Pack/Materials/M_Distortion.M_Distortion","0","66","5","1","98.528893","0","594"
"/Game/LevelPrototyping/Materials/Bebidas_Panel.Bebidas_Panel","0","14","7","1","23.278034","0","39"
"/Game/LevelPrototyping/Materials/Triangulo.Triangulo","0","14","1","1","22.501081","0","93"
"/Game/LevelPrototyping/Materials/Bebidas_Base.Bebidas_Base","0","14","3","1","22.942423","0","74"
"/Game/LevelPrototyping/Materials/Bebidas_Botones.Bebidas_Botones","0","14","1","1","23.304441","0","91"
"/Game/LevelPrototyping/Materials/Switch_Agarra.Switch_Agarra","0","14","4","1","22.860163","0","68"
"/Game/BasicEnemy/Materials/Bomba_Rueda.Bomba_Rueda","0","14","2","1","22.562155","0","41"
"/Game/BasicEnemy/Materials/Bomba_Base.Bomba_Base","0","14","2","1","22.550959","0","86"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","15","4","1","17.387060","0","52"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","60","2","1","104.128990","0","867"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","20","1","1","24.810459","0","138"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","21","1","1","23.474155","0","135"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","23","1","1","40.105690","0","132"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","23","9","1","40.292549","0","113"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","23","7","1","40.968578","0","96"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","23","1","1","41.856316","0","153"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","23","6","1","41.306499","0","154"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","54","1","1","76.276321","0","415"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","23","6","1","44.856174","0","127"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","5.914020","0","5"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","6","1","1","8.100410","0","21"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","17","18","1","18.452301","0","18"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","5","1","4.242678","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","5","1","4.389110","0","5"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","6","6","1","4.684255","0","6"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","3.258774","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","7","1","5.613764","0","7"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","5","1","4.157225","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","28","28","1","26.537832","0","28"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","9","1","6.921335","0","9"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","12","12","1","10.084221","0","12"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","14","1","13.047712","0","14"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","5","1","4.019752","0","5"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","5.067706","0","5"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","145","145","1","120.826385","0","145"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","4","4","1","3.059605","0","4"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","52","1","73.507301","0","52"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","52","1","75.091339","0","52"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","52","1","73.943321","0","52"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","28","1","29.569923","0","28"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","7","1","6.020586","0","7"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","50","2","37.883190","0","50"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","9","1","7.042735","0","9"
"/ControlRig/M_Manip.M_Manip","49","9","9","1","6.477708","0","9"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","6","1","4.720735","0","6"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","3.173658","0","4"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","6","1","6.741606","0","6"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","60","6","44.247410","0","60"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","53","1","61.582615","0","53"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","10","1","7.217972","0","10"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","93","1","82.805771","0","93"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","139","1","128.564835","0","139"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","880","900","1","767.328064","0","900"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","31","1","25.498762","0","31"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","6","1","3.928118","0","6"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","6","1","3.953861","0","6"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","145","1","120.884323","0","145"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","14","1","13.257302","0","14"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","60","62","1","64.898254","0","62"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","86","88","1","97.453110","0","88"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","14","1","13.189133","0","14"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","16","1","16.135229","0","16"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","49","58","60","1","47.506248","0","60"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","38","2","27.196568","0","38"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","24","1","70.133934","0","24"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","14","1","13.523436","0","14"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","14","1","13.278558","0","14"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","14","1","13.248913","0","14"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","14","1","13.428626","0","14"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","108","4","316.901855","0","108"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","124","4","108.820816","0","124"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","200","8","589.441162","0","200"
"/Interchange/gltf/M_Opaque.M_Opaque","49","240","248","8","220.566345","0","248"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","49","23","1","1","41.994465","0","240"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","49","58","1","1","79.693237","0","1778"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","49","23","1","1","35.855579","0","225"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","49","23","1","1","36.350666","0","250"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","49","23","1","1","35.773502","0","279"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","49","23","1","1","36.051025","0","221"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","49","23","1","1","36.114403","0","225"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","49","21","1","1","23.197105","0","225"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","15","1","1","18.036518","0","120"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","49","20","1","1","22.728407","0","195"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","60","2","1","83.239441","0","1612"
"/Game/BasicEnemy/Materials/Bomba_Base.Bomba_Base","49","14","1","1","21.444601","0","118"
"/Game/BasicEnemy/Materials/Bomba_Rueda.Bomba_Rueda","49","14","1","1","20.442392","0","85"
"/Game/LevelPrototyping/Materials/Triangulo.Triangulo","49","14","7","1","15.117968","0","61"
"/Game/LevelPrototyping/Materials/Bebidas_Base.Bebidas_Base","49","14","1","1","21.157545","0","118"
"/Game/LevelPrototyping/Materials/Bebidas_Botones.Bebidas_Botones","49","14","3","1","19.844851","0","113"
"/Game/LevelPrototyping/Materials/Bebidas_Panel.Bebidas_Panel","49","14","1","1","21.164379","0","112"
"/Game/LevelPrototyping/Materials/Switch_Agarra.Switch_Agarra","49","14","1","1","21.181337","0","111"
"/Game/LevelPrototyping/Materials/Switch_Base.Switch_Base","49","14","1","1","20.561186","0","118"
"/Game/LevelPrototyping/Materials/Switch_Mango.Switch_Mango","49","14","1","1","20.948954","0","106"
"/Game/VFX_Pack/Materials/M_Fire_C.M_Fire_C","49","15","1","1","17.599369","0","121"
"/Game/VFX_Pack/Materials/M_Heat_Distortion.M_Heat_Distortion","49","27","1","1","29.393963","0","354"
"/Game/VFX_Pack/Materials/M_Distortion.M_Distortion","49","66","1","1","85.124245","0","1681"
"/Game/VFX_Pack/Materials/M_Explosion_G.M_Explosion_G","49","80","1","1","106.789467","0","2039"
"/Game/VFX_Pack/Materials/M_Smoke_C.M_Smoke_C","49","60","1","1","79.868347","0","1097"
"/Game/VFX_Pack/Materials/M_Smoke_A.M_Smoke_A","49","80","1","1","105.194832","0","2121"
"/Game/VFX_Pack/Materials/M_Explosion_E.M_Explosion_E","49","15","1","1","17.138460","0","104"
"/Game/VFX_Pack/Materials/M_Impact_B.M_Impact_B","49","15","1","1","16.761318","0","127"
"/Game/VFX_Pack/Materials/M_Smoke_Ground.M_Smoke_Ground","49","60","1","1","78.916916","0","1369"
"/Game/VFX_Pack/Materials/M_Glow_C.M_Glow_C","49","20","1","1","22.052773","0","180"
"/Game/BossEnemy/COM/Materiales/Brazo_Der.Brazo_Der","49","28","1","1","41.066490","0","370"
"/Game/BossEnemy/COM/Materiales/Brazo_Izq.Brazo_Izq","49","28","1","1","40.346352","0","334"
"/Game/BossEnemy/COM/Materiales/Cannon_Der.Cannon_Der","49","28","1","1","39.884731","0","401"
"/Game/BossEnemy/COM/Materiales/Cannon_Izq.Cannon_Izq","49","28","6","1","37.948021","0","318"
"/Game/BossEnemy/COM/Materiales/Mano_Der.Mano_Der","49","28","1","1","40.043518","0","412"
"/Game/BossEnemy/COM/Materiales/Mano_Izq.Mano_Izq","49","28","1","1","40.456387","0","325"
"/Game/BossEnemy/COM/Materiales/Material_Torso.Material_Torso","49","28","1","1","39.859314","0","291"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","1","1","5.028584","0","13"
"/Game/BossEnemy/COM/Materiales/Material_Head.Material_Head","49","28","1","1","39.074615","0","376"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","40","1","1","47.111259","0","585"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","23","1","1","31.349443","0","216"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","20","1","1","20.509300","0","190"
"/Game/BossEnemy/VFX/Laser.Laser","49","40","1","1","51.227386","0","371"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","49","30","1","1","35.706223","0","406"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","35","1","1","54.543648","0","432"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","84","4","1","128.566818","0","1105"
"/Game/BossEnemy/Red.Red","49","14","4","1","16.460051","0","76"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","4","4","1","3.753255","0","7"
